"cue_anexo","nombre","sector","estado","domicilio","cp","telefono","localidad","departamento","email","lat","lon"
"140225900","INSTITUTO JOSE PEÑA","Privado","Activo","CIUDAD DE TAMPA 2954 VILLA CABRERA","X5009","","CORDOBA","CAPITAL","ijpsecretaria@yahoo.com.ar","-31.3836413618254","-64.2175977191167"
"140226000","ESCUELA MANUEL BELGRANO","Estatal","Activo","SUECIA 2832 PARQUE VELEZ SARSFIELD B° PARQUE VELEZ SARSFIELD","X5016","","CORDOBA","CAPITAL","escuelamanuelbelgrano@gmail.com","-31.4436742538855","-64.2059028841822"
"140226100","ESCUELA BANDERA ARGENTINA","Estatal","Activo","AV. MAYOR FERNANDO CASADO 2118 SANTA ISABEL 1º SECCION","X5017","","CORDOBA","CAPITAL","BANDERAARGENTINA@YAHOO.COM.AR","-31.4710326572561","-64.2347073544847"
"140226200","ALICIA MOREAU","Estatal","Activo","PILCOMAYO Y DEFENSA ESQ.CARMELO IBARRA s/n? VILLA EL LIBERTADOR","X5016","","CORDOBA","CAPITAL","escuelalibertador@yahoo.com.ar","-31.469027810768","-64.2166679780211"
"140226300","J.DE INF. BANDERA ARGENTINA","Estatal","Activo","AV. FERNANDO CASADO 2112 SANTA ISABEL 1º SECCION","X5017","","CORDOBA","CAPITAL","marialuzmairo@arnet.com.ar","-31.4709182664684","-64.2345939937722"
"140226400","DOCTOR CESAR ENRIQUE ROMERO","Estatal","Activo","EL DORADO 6052 SACHI","X5010","","CORDOBA","CAPITAL","","-31.4545143707195","-64.2633152564261"
"140226500","J.DE INF. JOSE MARMOL","Estatal","Activo","AV. LOS PLATANOS 1346 LOS PLATANOS AL LADO DE ESCUELA PRIMARIA MRMOL","X5000","4347873 DIR","CORDOBA","CAPITAL","olgacurell@hotmail.com","-31.4214879790933","-64.2306264543035"
"140226700","ESCUELA MAURO FERNANDEZ","Estatal","Activo","AVIADOR ALBARRACIN 4237 RESIDENCIAL SAN ROQUE B° RESIDENCIAL SAN ROQUE","X5010","","CORDOBA","CAPITAL","escuelamaurofernandez@hotmail.com","-31.4294842605411","-64.2422680997562"
"140227000","INSTITUTO SANTISIMA TRINIDAD","Privado","Activo","BLAMEY LAFORE 1248 SAN RAFAEL B° SAN RAFAEL","X5010","","CORDOBA","CAPITAL","santtrini@hotmal.com","-31.4226117996316","-64.2221782465301"
"140227100","J.DE INF. JAPON","Estatal","Activo","JULIAN AGUIRRE 2651 SAN RAFAEL B B° SAN RAFAEL B","X5010","4893144-4889999","CORDOBA","CAPITAL","jardinjapon@hotmail.com","-31.4219225865421","-64.2217836588433"
"140227200","ESCUELA ESPECIAL MARIA MONTESSORI","Estatal","Activo","PERU 1751 PARQUE SAN FRANCISCO","X5010","","CORDOBA","CAPITAL","escmamontessoriI@yahoo.com.ar","-31.424502634806","-64.211962233347"
"140227300","ESC. ESP. BILINGÜE PARA SORDOS (IBIS)","Estatal","Activo","VIEYTES 131 ALTO ALBERDI B° CENTRO","X5000","","CORDOBA","CAPITAL","IBIS_CBA@ARGENTINA.COM","-31.4112973132933","-64.1871748912521"
"140227400","COLEGIO SANTISIMA TRINIDAD","Privado","Activo","BLAMEY LAFORE 1248 SAN RAFAEL","X5010","","CORDOBA","CAPITAL","santtrini@hotmail.com","-31.4227748575526","-64.2222248467096"
"140227500","ESCUELA JOSE MARIA PAZ","Estatal","Activo","AVENIDA COLON 2772 ALTO ALBERDI","X5003","","CORDOBA","CAPITAL","escuela.jmp@hotmail.com.ar","-31.4032245106921","-64.2181123875818"
"140227600","C.E.N.M.A. Nº 94","Estatal","Activo","AV. COLON 2772 ALTO ALBERDI BARRIO ALBERDI","X5003","","CORDOBA","CAPITAL","cenma94@yahoo.com.ar","-31.4033165094177","-64.2178847951085"
"140227601","C.E.N.M.A. N° 94 - ANEXO DE VILLA CORNU","Estatal","Activo","AV. CENTRAL DEL LOTEO S/N° 16 DE NOVIEMBRE","X5147","","CORDOBA","CAPITAL","","-31.315769468383","-64.2675757227493"
"140227602","C.E.N.M.A. Nº 94 - ANEXO BºLA SALLE/ARGUELLO","Estatal","Inactivo","MONTÚFAR Y CORONADO S/ Nº QUINTAS DE ARGUELLO","X5147","","CORDOBA","CAPITAL","","-31.3464065065527","-64.2742503570066"
"140227604","C.E.N.M.A. N° 94. ANEXO B° ROSEDAL","Estatal","Activo","OCTAVIANO NAVARRO ESQ.ALT.BROWN S/N ROSEDAL BARRIO ROSEDAL","X5000","","CORDOBA","CAPITAL","","-31.3129700012767","-64.2609163028363"
"140227700","ESCUELA BERNARDO DE MONTEAGUDO","Estatal","Activo","PJE. SAN LUIS 3450 LOS PLATANOS","X5010","","CORDOBA","CAPITAL","monteagudo2010@yahoo.com.ar","-31.4136176353611","-64.2297161162199"
"140227800","I.P.E.M. Nº 131 DR. JUAN MARTIN ALLENDE","Estatal","Activo","LUNA Y CARDENAS 3845 RENE FAVALORO Av.DON BOSCO 3800","X5010","4347828/29","CORDOBA","CAPITAL","nanisilvia@hotmail.com","-31.4091896102709","-64.2340261778968"
"140227900","I.P.E.A. Nº 4 CHACRA DE LA MERCED","Estatal","Activo","CALLE PUBLICA S/Nº CHACRA DE LA MERCED CAMINO CHACRA DE LA MERCED KM 6 1/2","X5000","4349046/154599367","CORDOBA","CAPITAL","ipem4lamerced@yahoo.com.ar","-31.4005832603229","-64.109621313717"
"140228000","J.DE INF. MYRIAM HAYQUEL DE ANDRES","Estatal","Activo","CNO CHACRA DE LA MERCED KM 9 1/2 S/N VILLA LA MERCED CAMINO A CHACRA DE LA MERCED KM. 9","X5101","","CORDOBA","CAPITAL","caramelu22@yahoo.com.ar","-31.4021486756516","-64.0939927484776"
"140228100","ESCUELA RICARDO GUIRALDES","Estatal","Activo","AV. 24 DE SETIEMBRE 2400 YAPEYU","X5000","","CORDOBA","CAPITAL","rguiraldes@hotmail.com.ar","-31.4102886413116","-64.1527973843748"
"140228200","COLEGIO ESPIRITU SANTO","Privado","Activo","JORGE ISAACS 4847 PARQUE LICEO 1º SECCION","X5019","","CORDOBA","CAPITAL","coesan_1968@yahoo.com.ar","-31.351666598511","-64.1737056836415"
"140228300","J.DE INF. ESPIRITU SANTO","Privado","Activo","JORGE ISAACS 4847 PARQUE LICEO 1º SECCION","X5019","","CORDOBA","CAPITAL","colegioespiritusantonivelinicial@yahoo.com.ar","-31.3515359471606","-64.1737228728448"
"140228400","J.DE INF. RICARDO ROJAS","Estatal","Activo","JUAN MONTALVO 4676 PARQUE LICEO 2º SECCION","X5019","","CORDOBA","CAPITAL","vero_libra2010@hotmail.com","-31.3547571101359","-64.1638679020535"
"140228600","J.DE INF. DR. HENOCH D. AGUIAR","Estatal","Activo","JOAQUIN CASTELLANOS ESQ.JOSE OLMEDO S/Nº LOS GIGANTES","X5001","","CORDOBA","CAPITAL","adrianacavigliasso@hotmail.com","-31.3631780084636","-64.167707536727"
"140228700","ESCUELA RICARDO ROJAS","Estatal","Activo","JULIO ARBOLEDA ESQ. ZORRILLA DE SAN MARTIN 4587 PARQUE LICEO 2º SECCION","X5019","","CORDOBA","CAPITAL","gracielatoscanelli@hotmail.com","-31.3548425103812","-64.1636152787438"
"140228800","ESCUELA DR. HENOCH DOMINGO AGUIAR","Estatal","Activo","JOSE DE OLMEDO 650 LOS GIGANTES","X5001","","CORDOBA","CAPITAL","adrianaporcheddu@hotmail.com","-31.3634246944589","-64.1673544396812"
"140228900","C.E.N.P.A. RICARDO ROJAS","Estatal","Inactivo","ALFONSINA STORNI 750 PARQUE LICEO 2º SECCION BARRIO PARQUE LICEO 2 SECCION","X5012","","CORDOBA","CAPITAL","","-31.3547867285003","-64.1637252452166"
"140229000","I.P.E.M. Nº 196 DRA. ALICIA MOREAU DE JUSTO","Estatal","Activo","Publica LOS GIGANTES (ANEXO) Bº LOS GIGANTES ANEXO","X5012","4345182/3","CORDOBA","CAPITAL","ipemaliciamoreaudejusto@hotmail.com","-31.3630351895338","-64.1633675900889"
"140229002","I.P.E.M. Nº 196 DRA. ALICIA MOREAU DE JUSTO ANEXO CIUDAD DE LOS CUARTETOS","Estatal","Inactivo","Calle Publica 29 DE MAYO-CIUDAD DE LOS CUARTETOS BARRIO 29 DE MAYO-CIUDAD DE LOS CUARTETOS","X5013","156260106 Coord","CORDOBA","CAPITAL","elsamaschio106@hotmail.com","-31.3575603921758","-64.135920545676"
"140229100","ESCUELA U.N.E.S.C.O.","Estatal","Activo","RUTA 9 KM. 13 GUIÑAZU","X5145","","CORDOBA","CAPITAL","olga_atencio@hotmail.com (direct.)","-31.3135756650792","-64.1750356154604"
"140229200","ESCUELA GREGORIA MATORRAS DE SAN MARTIN","Estatal","Activo","AV.JUAN B.JUSTO 4800 MARIA LASTENIA CAMINO A JESUS MARIA /RUTA NAC. 9 NORTE KM 8 1/2","X5145","","CORDOBA","CAPITAL","gregoria.matorras@hotmail.com.ar","-31.3248928599321","-64.1750850216736"
"140229300","I.P.E.M. Nº 182 DR. JORGE W. ABALOS","Estatal","Activo","AVDA. JUAN B. JUSTO 8500 MARIA LASTENIA RUTA 9 NORTE KM 8 1/2(CNO.A JESUS MARIA","X5147","","CORDOBA","CAPITAL","ipem182jwabalos@yahoo.com.ar","-31.3251048246638","-64.1750905687765"
"140229400","I.P.E.A.y T. Nº 189 DR. JUAN MAMERTO GARRO","Estatal","Activo","Av. LAS MALVINAS esq. LAS QUINTAS 5000 PALMAR","X5012","","CORDOBA","CAPITAL","ipem189juangarro@hotmail.com","-31.3836895135218","-64.1114879704131"
"140229500","ESCUELA RABINDRANATH TAGORE","Estatal","Activo","OCARINA 1613 VILLA CLAUDINA","X5012","","CORDOBA","CAPITAL","rtagore@argentina.com","-31.3885796906014","-64.1228322383767"
"140229600","ESCUELA REPUBLICA DE LA INDIA","Estatal","Activo","CAMINO A MONTE CRISTO KM 5 S/N VILLA CLAUDINA CNO. A MONTECRISTO-KM. 5","X5012","","CORDOBA","CAPITAL","repdelaindia@gmail.com","-31.3818632829665","-64.1074923713925"
"140229700","INSTITUTO MIXTO SECUNDARIO JUSTO JOSE DE URQUIZA","Privado","Activo","PADRE LUIS MONTI 2734 PUEYRREDON","X5012","","CORDOBA","CAPITAL","j.j.deurquiza@hotmail.com","-31.3956468940773","-64.1508744967343"
"140229800","ESCUELA ANTARTIDA ARGENTINA","Estatal","Activo","PADRE LUIS MONTI 3689 LOS PINOS","X5012","","CORDOBA","CAPITAL","antartida.argentina@hotmail.com","-31.393040803275","-64.1417444939702"
"140229900","I.P.E.M. Nº 174 TRINIDAD MORENO","Estatal","Activo","EDUARDO S. MARTIN 1282 YOFRE SUR","X5012","4339171/ 4519196","CORDOBA","CAPITAL","ipem174trinidad@yahoo.com.ar","-31.3950408125899","-64.1373889532829"
"140230000","ESCUELA ALMIRANTE GUILLERMO BROWN","Estatal","Activo","EDUARDO SAUL MARTIN 1441 YOFRE SUD","X5012","","CORDOBA","CAPITAL","almirantebrownyofresur@hotmail.com .ar","-31.3923744922602","-64.1376425908148"
"140230100","J.DE INF. ALMIRANTE G. BROWN","Estatal","Activo","EDUARDO S. MARTIN 1441 YOFRE SUD Escuela Primaria Almirante G. Brown","X5012","","CORDOBA","CAPITAL","zona1119@educ.ar","-31.3922598897926","-64.1376328599683"
"140231300","ESCUELA HONORATO LACONI","Estatal","Activo","TOMAS DE IROBI 557 MARQUES DE SOBREMONTE B° MARQUES DE SOBREMONTE","X5008","","CORDOBA","CAPITAL","lylyaesther@hotmail.com","-31.3638023682851","-64.1948052254565"
"140231400","INSTITUTO EDUCACIONAL JOSE HERNANDEZ","Privado","Activo","PABLO DE GUZMAN 131 MARQUES DE SOBREMONTE INST.ED.JOSEHERNANDEZ","X5008","","CORDOBA","CAPITAL","jhpp556@hotmail.com","-31.367580299105","-64.2042808433794"
"140231500","COLEGIO ALEMAN CORDOBA","Privado","Activo","AV. RECTA MARTINOLI 6150 ARGUELLO B° ARGUELLO","X5147","","CORDOBA","CAPITAL","secretaria.secundario@colegioaleman.com.ar","-31.3493808929175","-64.252620417819"
"140231600","INSTITUTO ARGUELLO","Privado","Activo","AV. RAFAEL NUÑEZ 5675 ARGUELLO","X5147","","CORDOBA","CAPITAL","secdocente@aa.edu.ar","-31.3518364495184","-64.2473154657763"
"140231700","INSTITUTO DEL INMACULADO CORAZÓN DE MARIA ADORATRICES","Privado","Activo","ROSARIO DE SANTA FE 540 CENTRO","X5000","","CORDOBA","CAPITAL","nmedioadoratricezcba@arnetbiz.com.ar","-31.4184725554078","-64.1761195430845"
"140232400","ESCUELA NOCTURNA GREGORIA M. DE SAN MARTIN","Estatal","Activo","RUTA 9 /NORTE/KM 13 S/Nº GUIÑAZU B° GUIÑAZU - RUTA 9 KM.10 - CNO. A JESUS MARIA","X5145","","CORDOBA","CAPITAL","","-31.3134523506233","-64.1750552073225"
"140232600","ESCUELA NOCTURNA HEROES DE MALVINAS","Estatal","Activo","MARIA LOYOLA 350 REMEDIOS DE ESCALADA BARRIO REMEDIOS DE ESCALADA","X5019","","CORDOBA","CAPITAL","primarioheroesdemalvinas@hotmail.com","-31.3387148287756","-64.1789813753491"
"140232700","ESCUELA NACIONES UNIDAS","Estatal","Activo","CORTADA 8 S/Nº REMEDIOS DE ESCALADA","X5019","","CORDOBA","CAPITAL","susan_zambrano@hotmail.com.ar","-31.3387086011648","-64.1787922181501"
"140232800","ESCUELA FLORENCIO SANCHEZ","Estatal","Activo","CALLE PUBLICA S/N° EL GATEADO BARRIO EL GATEADO -CAPITAL","X5012","","CORDOBA","CAPITAL","mangelesgudiño@hotmail.com (direct.)","-31.3212344789654","-64.1168122654969"
"140232900","ESCUELA OLEGARIO VICTOR ANDRADE","Estatal","Activo","CALLE PUBLICA S/N VILLA RETIRO RUTA 111 KM. 7 1/2","X5101","","CORDOBA","CAPITAL","saram_aguilar@hotmail","-31.3422874002581","-64.1475294387476"
"140233100","COLEGIO MODELO DE JUEGOS Y DEPORTES RACING","Privado","Activo","ANTONIO YUDICELLO(EX-TRIDENTINA) 2160 NUEVA ITALIA B° NUEVA ITALIA","X5012","","CORDOBA","CAPITAL","alicia_laacademica@hotmail.com","-31.3887184208414","-64.1433313268474"
"140233200","J.DE INF. HIJAS DE MARIA INMACULADA","Privado","Activo","MADRE MARIA B.PASTORINO(EX-C.DOMINGUEZ 2733 VILLA CORINA","X5012","","CORDOBA","CAPITAL","IMISECRETARIA@HOTMAIL.COM","-31.3782652629181","-64.1430642700602"
"140233300","INSTITUTO DE LA INMACULADA","Privado","Activo","MADRE BRIGIDA POSTORINO 2733 VILLA CORINA EX CESAREO DOMINGUEZ (CALLE)","X5012","","CORDOBA","CAPITAL","imisecretaria@hotmail.com","-31.3783854427694","-64.1430674151589"
"140233400","COLEGIO HIJAS DE MARIA INMACULADA","Privado","Activo","MADRE MARIA B.PASTORINO 2733 VILLA CORINA","X5012","4783553-4790219","CORDOBA","CAPITAL","imisecretaria@hotmail.com","-31.3785857425217","-64.1430726569901"
"140234500","I.P.E.M. Nº 121 GOB.JUSTO PASTOR PAEZ MOLINA","Estatal","Activo","CAROLA LORENZINI 381 JERONIMO LUIS DE CABRERA entre Eusebone y B.Matienzo","X5019","","CORDOBA","CAPITAL","ipem_121@hotmail.com","-31.3558001303272","-64.1796786244899"
"140234600","ESCUELA PAULA ALBARRACIN DE SARMIENTO","Estatal","Activo","AV. PABLO NERUDA ESQ. ACAMPES VILLA AZALAIS OESTE JUAN B.JUSTO4.700","X5001","","CORDOBA","CAPITAL","escuelapaula@hotmail.com.ar","-31.3677548553548","-64.1749844659581"
"140234700","ESCUELA FRANCISCO VIDAL","Estatal","Activo","MARCOS INFANTE 560 PANAMERICANO","X5001","","CORDOBA","CAPITAL","nelidarrodriguez@gmail.com","-31.3676821583818","-64.1820650134618"
"140234800","J.DE INF. PAULA ALBARRACIN DE SARMIENTO","Estatal","Activo","AVENIDA PABLO NERUDA ESQ. ACAMPES S/Nº VILLA AZALAIS OESTE","X5001","","CORDOBA","CAPITAL","cenipaula@hotmail.com.ar","-31.3677674051721","-64.1748292588997"
"140234900","J.DE INF. FRANCISCO VIDAL","Estatal","Activo","MARCOS INFANTE 560 PANAMERICANO","X5001","","CORDOBA","CAPITAL","jardinvidal@hotmail.com.ar","-31.3674143041271","-64.1818170221382"
"140235000","ESCUELA ARTURO CAPDEVILA","Estatal","Activo","AVELLANEDA 4100 MARIANO FRAGUEIRO BARRIO MARIANO FRAGUEIRO","X5001","4345190 /4704261","CORDOBA","CAPITAL","arturocapdevila_@hotmail.com","-31.3664559838543","-64.1869368654954"
"140235600","C.E.N.M.A. ASIMRA","Estatal","Activo","DR.MANUEL LUCERO 560 ALTA CORDOBA","X5001","","CORDOBA","CAPITAL","cenmaasimra@hotmail.com","-31.3910746880772","-64.1818810929708"
"140235602","C.E.N.M.A. ASIMRA - ANEXO Bº PATRICIOS","Estatal","Activo","3 DE JUNIO 2343 PATRICIOS BARRIO PATRICIOS","X5012","","CORDOBA","CAPITAL","cenmaapatricios@hotmail.com","-31.3726908157495","-64.138894278024"
"140235603","C.E.N.M.A. ASIMRA - ANEXO DE BºCORONEL OLMEDO","Estatal","Activo","MUÑECAS ESQ. VICTORICA S/N° CORONEL OLMEDO","X5019","","CORDOBA","CAPITAL","","-31.4806322863084","-64.1414922580815"
"140235604","C.E.N.M.A. ASIMRA - ANEXO JORGE W. ABALOS (EX-I.P.E.M.)","Estatal","Activo","AV. JUAN B. JUSTO 8500 MARIA LASTENIA B° MARIA LASTENIA","X5145","","CORDOBA","CAPITAL","","-31.3247129929008","-64.1750749113303"
"140235700","I.P.E.M. Nº 152 DR. ALEJO CARMEN GUZMAN","Estatal","Activo","AV. DEL TRABAJO 551 ALEM","X5001","","CORDOBA","CAPITAL","ipem152@gmail.com","-31.3961934737668","-64.1675021223289"
"140235800","COLEGIO CRISTO REY","Privado","Activo","CURA BROCHERO 753 GENERAL BUSTOS","X5001","4712968 4728373","CORDOBA","CAPITAL","ccristorey@uolsinectis.com.ar","-31.3914660454088","-64.1708784003916"
"140235900","INST. SUP. SOR MARIA ANTONIA DE PAZ Y FIGUEROA","Privado","Activo","NICOLAS DE ISASMENDI 2862 YOFRE NORTE entre ALTOAGUIRRE y EDISON","X5012","","CORDOBA","CAPITAL","ifdsormariaantonia@hotmail.com","-31.3856287662107","-64.1346390864163"
"140236000","ESCUELA MARIANO MORENO","Estatal","Activo","SANTA ROSA 1299 ALBERDI Atras del edificio Central de Policia","X5000","","CORDOBA","CAPITAL","patriarganaras@hotmail.com","-31.407679861407","-64.1999102672045"
"140236200","INSTITUTO DE SAN JOSE (H.H.DOMINICAS)","Privado","Activo","MARIANO MORENO 108 ALBERDI B° ALBERDI","X5003","","CORDOBA","CAPITAL","instsjose@yahoo.com.ar","-31.4134917657098","-64.1979412360072"
"140236300","COLEGIO DE SAN JOSE (H.H.DOMINICAS)","Privado","Activo","MARIANO MORENO 108 ALBERDI","X5000","","CORDOBA","CAPITAL","COLEGIOSJOSE@ARNET.COM.AR","-31.4136322254766","-64.1980041822378"
"140236400","C.E.N.M.A. Nº 135","Estatal","Activo","SANTA ROSA 1299 ALBERDI ESQUINA SANTA FE","X5000","","CORDOBA","CAPITAL","cenma135@hotmail.com","-31.4077456957448","-64.200125331785"
"140236401","C.E.N.M.A. N° 135 - ANEXO B° LOMAS DEL SUQUIA (BAT.LIBERTAD)","Estatal","Activo","POTRERILLO S/N° LOMAS DEL SUQUIA","X5003","","CORDOBA","CAPITAL","","-31.4001969418869","-64.2532992646249"
"140236402","C.E.N.M.A. Nº 135 - ANEXO Bº AMPLIACION LAS PALMAS","Estatal","Activo","MANUELA CACIGAS 650 AMPLIACION LAS PALMAS BARRIO AMPLIACION LAS PALMAS","X5003","","CORDOBA","CAPITAL","","-31.4148244424451","-64.2402243539277"
"140236403","C.E.N.M.A. Nº 135 - ANEXO ASOC.CORDOB. DE FUTBOL","Estatal","Activo","AVENIDA COLON 1141 CENTRO","X5000","","CORDOBA","CAPITAL","cenma135@hotmail.com","-31.4092150749868","-64.1987693600567"
"140236404","C.E.N.M.A. Nº 135 - ANEXO S.A.C.R.A.","Estatal","Activo","SANTIAGO DEL ESTERO 333 CENTRO BARRIO CENTRO","X5000","777 - 7227","CORDOBA","CAPITAL","educacionsacra@hotmail.com","-31.4141272830428","-64.1758990397933"
"140236405","C.E.N.M.A. N° 135 - ANEXO SEDE ALECYT","Estatal","Activo","9 DE JULIO 975 ALBERDI B° ALBERDI","X5000","","CORDOBA","CAPITAL","","-31.3129700012767","-64.2609163028363"
"140236500","J.DE INF. MARIANO MORENO","Estatal","Activo","AVENIDA SANTA FE 270 ALBERDI","X5003","","CORDOBA","CAPITAL","damoyano@ciec.com.ar","-31.4078542902838","-64.2001500242774"
"140236900","J.DE INF. GREGORIA MATORRAS DE SAN MARTIN","Estatal","Activo","CALLE PUBLICA S/N MARIA LASTENIA CAMINO A JESUS MARIA KM. 81/2","X5145","","CORDOBA","CAPITAL","gracielalegui@yahoo.com","-31.3137155082364","-64.1750392751465"
"140238700","INSTITUTO CARLOS MARIA DE ALVEAR","Privado","Activo","AVENIDA FARADAY 5721 LOS EUCALIPTUS entre S.MAZZA y DESCARTES","X5123","","CORDOBA","CAPITAL","cmdealvear@hotmail.com","-31.4675501729749","-64.0874209006878"
"140238800","INSTITUTO ING.ENRIQUE MOSCONI","Privado","Activo","MARIO BRAVO 2157 1 DE MAYO","X5006","","CORDOBA","CAPITAL","marigel_@hotmail.com","-31.4334871912527","-64.1219259183497"
"140238900","ESCUELA 9 DE JULIO","Estatal","Activo","JOSE A. CABRERA 5051 PARQUE DEAN FUNES","X5123","","CORDOBA","CAPITAL","escuela9dejulio@hotmail.com","-31.4443257079523","-64.1211572085314"
"140239000","ESCUELA JUAN M. DE PUEYRREDON","Estatal","Activo","ANCASTI 4555 EMPALME","X5006","","CORDOBA","CAPITAL","escpueyrredon@hotmail.com","-31.4395575197648","-64.1266464959262"
"140239100","COLEGIO CARLOS MARIA DE ALVEAR","Privado","Activo","AV. VUCETICH 6410 ITUZAINGO","X5020","","CORDOBA","CAPITAL","direccioncmdealvear@hotmail.com","-31.4652032666791","-64.0973667646036"
"140239200","J.DE INF. CARLOS MARIA DE ALVEAR","Privado","Activo","GALVANI ESQ. FULTON S/Nº ITUZAINGO","X5123","","CORDOBA","CAPITAL","cmdealvear@hotmail","-31.4661900798892","-64.0982120117884"
"140239300","ESCUELA MONSEÑOR M. DE ANDREA","Estatal","Activo","17 DE JULIO 3980 FERROVIARIO MITRE B° FERROVIARIO MITRE","X5014","","CORDOBA","CAPITAL","","-31.4342978334062","-64.1362916977394"
"140241000","ESCUELA HUGO LEONELLI","Estatal","Activo","CALLE PUBLICA S/Nº GRANJA DE FUNES 2° SECCION","X5147","","CORDOBA","CAPITAL","romercau72@yahoo.com.ar","-31.341313090689","-64.2457226309526"
"140241100","MAESTRO MANUEL GREGORIO OLIVA","Estatal","Activo","TOMASSINI ESQ. REVELLO S/N MERCANTIL","X5147","","CORDOBA","CAPITAL","","-31.3186173526747","-64.2583145785937"
"140241200","J.DE INF. RICARDO NASSIF","Estatal","Activo","LUCIANO PIQUET 6200 I.P.V. ARGUELLO NORTE B° I.P.V. ARGUELLO NORTE","X5147","","CORDOBA","CAPITAL","","-31.3369706673267","-64.2465950327625"
"140241300","J.DE INF. REPUBLICA DE PANAMA","Estatal","Activo","MARIANO MANSILLA 102 COLINAS DEL CERRO","X5009","4743066DIR","CORDOBA","CAPITAL","sceballos@onenet.com.ar","-31.3791186062506","-64.2482595466146"
"140241400","INSTITUTO JUAN ZORRILLA DE SAN MARTIN","Privado","Activo","DONACIANO DEL CAMPILLO 1563 CERRO DE LAS ROSAS B° CERRO DE LAS ROSAS","X5009","","CORDOBA","CAPITAL","secretariazorrilla@gmail.com","-31.3758370045371","-64.239325985868"
"140241500","ESCUELA REPUBLICA DE PANAMA","Estatal","Activo","MARIANO MANSILLA 1025 COLINAS DEL CERRO","X5009","","CORDOBA","CAPITAL","ESC_REP_DE_PANAMA@HOTMAIL.COM","-31.3791888768717","-64.2481233906046"
"140241600","INSTITUTO MADRES ESCOLAPIAS","Privado","Activo","AVENIDA HUGO WAST 4455 CERRO DE LAS ROSAS Bº CERRO DE LAS ROSAS","X5009","4812418/4823025","CORDOBA","CAPITAL","mecerro@arnet.com.ar","-31.3688960082898","-64.2376600023438"
"140242800","I.P.E.M. Nº 86 GABRIELA MISTRAL","Estatal","Activo","HUMBERTO 1º 145 CENTRO entre Av.General Paz y R.Indarte","X5000","","CORDOBA","CAPITAL","ipem86mistral@yahoo.com.ar","-31.4097007276391","-64.1841258946251"
"140242900","ESC. ESP. DR. DOMINGO CABRED","Estatal","Activo","AV. MAESTRO MARCELO LOPEZ 2650 CIUDAD UNIVERSITARIA Ba. CIUDAD UNIVERSITARIA","X5000","","CORDOBA","CAPITAL","escabred@hotmail.com","-31.4428549439907","-64.1933352190202"
"140243000","ESC. ESP. DR. JERONIMO DE MORAGAS","Estatal","Activo","PAMPAYASTA 3080 AMPLIACION SAN CARLOS","X5014","","CORDOBA","CAPITAL","eemoragas@yahoo.com.ar","-31.4495117678045","-64.1572935224112"
"140243100","INSTITUTO 25 DE MAYO","Privado","Activo","RIVERA INDARTE 345 CENTRO","X5000","","CORDOBA","CAPITAL","colegio25demayo@yahoo.com","-31.4118606124538","-64.1838306472571"
"140243300","J.DE INF. ROSARIO VERA PEÑALOZA","Estatal","Activo","RIVERA INDARTE 489 CENTRO","X5000","","CORDOBA","CAPITAL","mariareneduca@hotmail.com","-31.4101997698417","-64.1831478228092"
"140243400","INSTITUTO JOSE MARIA PAZ","Privado","Activo","AV. GENERAL PAZ 488 CENTRO B?CENTRO","X5000","","CORDOBA","CAPITAL","institutojosemariapaz@hotmail.com","-31.4098883322645","-64.1843786734211"
"140243500","ESCUELA NOCTURNA PAULA ALBARRACIN","Estatal","Activo","AV. GRAL PAZ 488 CENTRO BARRIO CENTRO","X5000","","CORDOBA","CAPITAL","waldvia@hotmail.com","-31.4097432791411","-64.1839979530412"
"140243700","ESCUELA CORNELIO SAAVEDRA","Estatal","Activo","Camino a Villa Posse Km. 5 1/2 S/N VILLA POSSE CNO. A VILLA POSSE KM. 5 1/2?AUTOPISTA CORDOBA-PILAR KM 699","X5123","4575945DIR","CORDOBA","CAPITAL","marigomez202@hotmail.com","-31.4406366188491","-64.0993418349123"
"140243800","J.DE INF. JUAN M. PUEYRREDON","Estatal","Activo","ANCASTI 45 EMPALME","X5006","4348820DIR","CORDOBA","CAPITAL","elybonzon@hotmail.com","-31.4395460757753","-64.1263686637799"
"140243900","GOBERNADOR JOSE ANTONIO CEBALLOS","Estatal","Activo","AVDA. VUCETICH esq.FRANCK s/n° ITUZAINGO ANEXO","X5123","","CORDOBA","CAPITAL","","-31.4652360504615","-64.0820280733723"
"140244000","PTE. DR. ARTURO UMBERTO ILLIA","Estatal","Activo","MARTIN DE MAGUNA 2755 JOSE IGNACIO DIAZ 3º SECCION","X5000","","CORDOBA","CAPITAL","ungentilhombre@gmail.com","-31.4476652572634","-64.1390935918792"
"140244100","J.DE INF. MONSEÑOR N. DE ANDREA","Estatal","Activo","ENRIQUE BERDUC 2281 FERROVIARIO MITRE","X5014","","CORDOBA","CAPITAL","marcela.taverna@gmail.com","-31.4415750299868","-64.1366156437815"
"140245300","COLEGIO NTRA. MADRE DE LA MERCED","Privado","Activo","MARIANO FRAGUEIRO 2389 ALTA CORDOBA Bº ALTA CORDOBA","X5001","","CORDOBA","CAPITAL","mercedarias_cordoba@uolsinectis.com.ar","-31.3878123255868","-64.1838362709386"
