"id","mesa_hasta","codigo_distrito","mesa_desde","codigo_postal","cant_mesas","direccion","seccion","circuito","localidad","distrito","establecimiento","dne_distrito_id","dne_seccion_id"
"6257","1567","4","1562","5000","6","ARANI Y PJE. 17 V EL  LIBERTADOR","1","0010L","CAPITAL","CÓRDOBA","COL SAN JOSE OBRERO","4","1"
"6258","1542","4","1533","5000","10","DEFENSA Y CACHEUTA B°V.EL  LIBERTADOR 109","1","0010L","CAPITAL","CÓRDOBA","ESC MARTA JUANA GONZALEZ","4","1"
"6259","1550","4","1543","5000","8","PILCOMAYO S/N°V EL  LIBERTADOR","1","0010L","CAPITAL","CÓRDOBA","ESC MUNIC ALICIA MOREAU DE JUS","4","1"
"6260","1591","4","1587","","5","IBARRA ESQ FORESITERI","1","0010L","VILLA EL LIBERTADOR","CÓRDOBA","ESC PATRICIAS MENDOCINAS","4","1"
"6261","1532","4","1525","5000","8","CALLE 49 S/N° VILLA EL  LIBERTADOR","1","0010L","CAPITAL","CÓRDOBA","ESC PROV DE SGO DEL ESTERO","4","1"
"6262","1561","4","1551","5000","11","TOTORAL Y ARICA B°SANTA  ROSA","1","0010L","CAPITAL","CÓRDOBA","ESC PTE DR ARTURO U ILLIA","4","1"
"6263","1576","4","1568","5000","9","ANIZACATE/CALLE 49 V. EL  LIBERTADOR","1","0010L","CAPITAL","CÓRDOBA","ESC VICENTE FORESTIERI","4","1"
"6264","1586","4","1577","","10","IBARRA ESQUINA  COSQUIN,VA.EL LIBERT.","1","0010L","","CÓRDOBA","IPEM 123BLANCA ECHEMENDI","4","1"
"6265","1524","4","1519","","6","DEFENSA Y CACHEUTA,V.EL  LIBERTADOR","1","0010L","","CÓRDOBA","IPEM 313 (ANEX0)","4","1"
"6266","1594","4","1592","5000","3","B° AMPLIACION CABILDO 0","1","0010M","AMPLIACION CABILDO","CÓRDOBA","ESC PRIMARIA GRACIELA DEL RIO","4","1"
"6267","1635","4","1629","5000","7","MONS DE ANDREA 1044 B° A  ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC BLAS PARERA","4","1"
"6268","1670","4","1656","5000","15","AV COLON 2772 B° ALTO  ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC JOSE MARIA PAZ","4","1"
"6269","1675","4","1671","5000","5","DUARTE QUIROS 3950 ALTO  ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC MOYANO COUDERT","4","1"
"6270","1618","4","1607","5000","12","VELEZ 252 B° ALTO ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC PQUIAL SAN JOSE","4","1"
"6271","1646","4","1636","5000","11","CASEROS 3055 B° ALTO ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC SAN JOSE","4","1"
"6272","1655","4","1647","5000","9","SANTA ROSA 2037 B° ALTO  ALBERDI","1","0011A","CAPITAL","CÓRDOBA","ESC SAN LUIS GONZAGA","4","1"
"6273","1628","4","1619","5000","10","CASEROS Y VIEYTES B° ALTO  ALBERD","1","0011A","CAPITAL","CÓRDOBA","ESC SUP DE COMERCIO H VIEYTES","4","1"
"6274","1695","4","1685","5000","11","B° GENERAL DEHEZA","1","0011B","CAPITAL","CÓRDOBA","ESC ANTARTIDA ARGENTINA","4","1"
"6275","1684","4","1676","5000","9","J VESPIGNANI 215 B° DON  BOSCO","1","0011B","CAPITAL","CÓRDOBA","INSTITUTO TECNICO DON BOSCO","4","1"
"6276","1712","4","1696","5000","17","AV COLON 4751 B°LAS PALMAS","1","0011C","CAPITAL","CÓRDOBA","ESC GRAL SAN MARTIN","4","1"
"6277","1726","4","1713","5000","14","DUARTE QUIROS 4725 B° LAS  PALMAS","1","0011C","CAPITAL","CÓRDOBA","ESC MANUEL E PIZARRO","4","1"
"6278","1733","4","1727","5000","7","QUEBRACHO HERRADO Y YAVI  LAS PALMAS","1","0011C","CAPITAL","CÓRDOBA","ESC MUNIC JUSTO PAEZ MOLINA","4","1"
"6279","1738","4","1734","","5","DUARTE QUIROS 3915","1","0011C","LAS PALMAS","CÓRDOBA","IPEM MARCELA B. MOYANO COUDERT","4","1"
"6280","1768","4","1757","5000","12","GOYENA Y GOMEZ CARRILLO","1","0011D","LOS NARANJOS CAPITAL","CÓRDOBA","ESC REPUBLICA DEL PERU","4","1"
"6281","1776","4","1769","5000","8","BLAMEY LAFORE 1248 - B°SAN  RAFAEL B","1","0011D","CAPITAL","CÓRDOBA","ESC SANTISIMA TRINIDAD","4","1"
"6282","1756","4","1739","5000","18","VIEYTES SUD 1607 B° LOS  NARANJOS","1","0011D","CAPITAL","CÓRDOBA","INST JESUS MARIA","4","1"
"6283","1805","4","1799","5000","7","ALBERTO WILLIAMS ESQ.LOS  PLATANOS","1","0011E","CAPITAL","CÓRDOBA","ESC A CAPDEVILA","4","1"
"6284","1787","4","1777","5000","11","SAN LUIS 3450 - B° LOS  PLATANOS","1","0011E","CAPITAL","CÓRDOBA","ESC B DE MONTEAGUDO","4","1"
"6285","1798","4","1788","5000","11","AV LOS PLATANOS 1346","1","0011E","CAPITAL","CÓRDOBA","ESC JOSE MARMOL","4","1"
"6286","1814","4","1806","5000","9","OCHO ESQ NUEVE B°LOS  GRANAD","1","0011E","CAPITAL","CÓRDOBA","ESC PADRE T GAMBINO","4","1"
"6287","1821","4","1815","5000","7","GAONA 1285","1","0011E","CAPITAL","CÓRDOBA","ESC.MUNIC.DR.CARLOS BECERRA","4","1"
"6288","1829","4","1822","5000","8","AV DON BOSCO 5500 B° LOS  ROBLES","1","0011F","CAPITAL","CÓRDOBA","COL SAN BUENAVENTURA","4","1"
"6289","1840","4","1830","5000","11","POTRERILLO Y VENTA Y MEDIA","1","0011F","CAPITAL","CÓRDOBA","ESC BATERIA LIBERTAD","4","1"
"6290","1870","4","1861","5000","10","PUBLICA S/N B°PARQUE  REPUBLICA","1","0011G","CAPITAL","CÓRDOBA","ESC ATILIO ARGÜELLO","4","1"
"6291","1860","4","1849","5000","12","J DE BARRIENTOS ESQ FORMOSA","1","0011G","PQ REPUBLICA CAPITAL","CÓRDOBA","ESC PEREZ BULNES","4","1"
"6292","1848","4","1841","5000","8","ALTO ALEGRE B°PQUE  REPUBLICA 1050","1","0011G","CAPITAL","CÓRDOBA","ESC PRIMER TTE AVILA","4","1"
"6293","1875","4","1871","","5","ALTO ALEGRE/NAMUNCURA","1","0011G","PQUE REPUBLICA","CÓRDOBA","JORGE LUIS BORGES","4","1"
"6294","1885","4","1876","5000","10","27 DE ABRIL 5650 B°QUEB LAS  ROSAS","1","0011H","CAPITAL","CÓRDOBA","ESC GABRIELA MISTRAL","4","1"
"6295","1894","4","1886","5000","9","BOYERO 517 - B°CHATEAU  CARRERAS","1","0011H","CAPITAL","CÓRDOBA","ESC REPUBLICA DE VENEZUELA","4","1"
"6296","1935","4","1930","","6","SANTA ANA ESQ AVIADOR  PETIROSSI","1","0011I","LOS FILTROS VILLA","CÓRDOBA","AGUIRRE CAMARA","4","1"
"6297","1904","4","1895","5000","10","ABEL N DE CHAVEZ RES SAN  ROQUE","1","0011I","CAPITAL","CÓRDOBA","ESC MUNIC LUZ VIEYRA MENDEZ","4","1"
"6298","1913","4","1905","","9","HURTADO DE MENDOZA ESQ  PEDRO ACUÑA","1","0011I","","CÓRDOBA","ESC.REPUBLICA DEL ECUADOR","4","1"
"6299","1919","4","1914","","6","CNEL MANUEL  NAMUNCURA/PETIROSSI","1","0011I","MARTINEZ VILLA","CÓRDOBA","HEROES DE MALVINAS","4","1"
"6300","1929","4","1920","5010","10","CAMILOTTI ESQ SANTIBAÑEZ","1","0011I","SAN ROQUE","CÓRDOBA","INST. SEC. JUAN M. E ROSAS","4","1"
"6301","1980","4","1969","5000","12","SOL DE MAYO 726 B° OBRERO","1","0011J","CAPITAL","CÓRDOBA","COLEGIO SAN JOSE","4","1"
"6302","1986","4","1981","5000","6","FERREYRA R 2324 B°OBRERO","1","0011J","CAPITAL","CÓRDOBA","ESC GENERAL MOSCONI","4","1"
"6303","1968","4","1953","5000","16","SANTA ANA 2011 B°ALTO  ALBERDI","1","0011J","CAPITAL","CÓRDOBA","ESC LUTERANO CONCORDIA","4","1"
"6304","1952","4","1936","5000","17","ECHEVERRIA 370 B°ALTO  ALBERDI","1","0011J","CAPITAL","CÓRDOBA","ESC ROMA","4","1"
"6305","2012","4","2007","5014","6","HUMBTO PRIMO Y FALUCHO V  URQUIZA","1","0011K","CAPITAL","CÓRDOBA","COL MADRE PAULA MONTAL","4","1"
"6306","1994","4","1987","5000","8","LA RIOJA 3453 - B° VILLA SIBURU","1","0011K","CAPITAL","CÓRDOBA","ESC EJERCITO ARGENTINO","4","1"
"6307","2000","4","1995","5000","6","HUMBERTO 1° ESQ IROS VILLA  URQUIZA","1","0011K","CAPITAL","CÓRDOBA","ESC MUNIC E BAQUERO LASCANO","4","1"
"6308","2006","4","2001","5000","6","IGUALDAD 4100 VILLA URQUIZ","1","0011K","CAPITAL","CÓRDOBA","ESC MUNIC JUAN B JUSTO","4","1"
"6309","2018","4","2013","","6","LA TABLADA 4861","1","0011K","VILLA URQUIZA","CÓRDOBA","IPEM 318 COMBATE DE LA TABLADA","4","1"
"6310","2025","4","2019","","7","LOS ALAMOS (B° LA RUFINA)  1111","1","0011L","","CÓRDOBA","INST.MARIA DE NAZARET","4","1"
"6311","2031","4","2026","","6","AV.CARCANO (PREDIO FERIAR)  3590","1","0011M","","CÓRDOBA","ESC.S TURISMO Y HOT.M.PACHECO","4","1"
"6313","2074","4","2068","5000","7","CNO.SAN ANDRES/RUIZ  HUIDOBRO","1","0012A","CAPITAL","CÓRDOBA","ESC.MA.DEL TRANSITO CABANILLAS","4","1"
"6314","2067","4","2060","5000","8","11 DE SEPTIEMBRE ESQ. CALLE  2CARCANO 440","1","0012A","CAPITAL","CÓRDOBA","ESC.PROF.M.LUCIANI","4","1"
"6315","2112","4","2106","5000","7","TEJEDOR 1958 B°SARMIEN","1","0012B","CAPITAL","CÓRDOBA","ESC BARTOLOME HIDALGO","4","1"
"6316","2143","4","2139","5000","5","ORTIZ Y HERRERA 1932 B°CRISOL  N","1","0012B","CAPITAL","CÓRDOBA","ESC DR LUIS A CAEIRO","4","1"
"6317","2130","4","2121","5000","10","LUCIO V.MANSILLA ESQ. CADIZ","1","0012B","CAPITAL","CÓRDOBA","ESC HILARIO ASCASUBI","4","1"
"6318","2120","4","2113","5000","8","LUIS BRAILE 2273 B°SARMIEN","1","0012B","CAPITAL","CÓRDOBA","ESC JUAN LARREA","4","1"
"6319","2088","4","2075","5000","14","LA CORUÑA Y MONSERRAT  B°CRISOL","1","0012B","CAPITAL","CÓRDOBA","ESC RUBEN DARIO","4","1"
"6320","2138","4","2131","5000","8","LUIS BRAILE 2384 B°SARMIENTO","1","0012B","CAPITAL","CÓRDOBA","INST MANUEL BELGRANO","4","1"
"6321","2105","4","2089","5000","17","REVOLUCION DE MAYO 1476  B°COLON","1","0012B","CAPITAL","CÓRDOBA","INST NTRA SRA DEL SGDO CORAZON","4","1"
"6322","2156","4","2144","5000","13","ALTOLAGUIRRE 680 B°CNEL  OLMEDO","1","0012C","CAPITAL","CÓRDOBA","ESC CORONEL OLMEDO","4","1"
"6323","2210","4","2203","5000","8","CHIRINO DE POSADAS 5400  B°S.FELIPE","1","0012D","CAPITAL","CÓRDOBA","CENTRO EDUC.ING.REGINO M.MADER","4","1"
"6324","2166","4","2157","5000","10","17 DE JULIO 380 B°FVRO MITR","1","0012D","CAPITAL","CÓRDOBA","ESC MONSEÑOR M DE ANDREA","4","1"
"6325","2202","4","2196","5000","7","MANZANA 63, B° 23 DE  ABRIL(CNOINTERF","1","0012D","CAPITAL","CÓRDOBA","ESC MUNIC DOMINGO F SARMIENTO","4","1"
"6326","2195","4","2188","5000","8","CHIRINO DE POSADAS  ESQ.MAGUNA 4600","1","0012D","CAPITAL","CÓRDOBA","ESC MUNIC DR ARTURO H ILLIA","4","1"
"6327","2187","4","2180","5000","8","DIEGO DE PACHECO 4900","1","0012D","CAPITAL","CÓRDOBA","ESC MUNICIPAL DR A SABATTINI","4","1"
"6328","2179","4","2167","5000","13","PJE GUASTONI 3472 B° BRIG S  MARTIN","1","0012D","CAPITAL","CÓRDOBA","ESC PEDRO GOYENA","4","1"
"6329","2225","4","2219","","7","CALLE PUBLICA S/N","1","0012D","JOSE IGNACIO DIAZ","CÓRDOBA","ESC. MARIA EVA DUARTE","4","1"
"6330","2218","4","2211","","8","ASTURIAS 3345","1","0012D","FERROVIARIO MITRE","CÓRDOBA","POETA OSCAR GUIÑAZU ALVAREZ","4","1"
"6331","2238","4","2231","5000","8","SGO MORALES 4400 B°FERREYRA","1","0012E","CAPITAL","CÓRDOBA","ESC LIBERTADOR GRAL S MARTIN","4","1"
"6332","2230","4","2226","5000","5","RUTA 9 KM 8 1/2","1","0012E","CAPITAL","CÓRDOBA","ESC REPUBLICA DE COSTA RICA","4","1"
"6333","2279","4","2273","5014","7","BOTAFOGO 3448 B° J.ESPINOSA","1","0012F","CAPITAL","CÓRDOBA","COL.JOVENES ARGENTINOS","4","1"
"6334","2272","4","2265","5000","8","CASTAÑARES 470 - B°JARDIN  DEL PILAR","1","0012F","CAPITAL","CÓRDOBA","ESC EJERCITO ARGENTINO","4","1"
"6335","2264","4","2255","5000","10","OLAEN Y AMBOY - B° OÑA","1","0012F","CAPITAL","CÓRDOBA","ESC GRAL MANUEL BELGRANO","4","1"
"6336","2254","4","2248","5000","7","BRAGADO/TRENQUE LAUQUEN  B°J HERNDEZ","1","0012F","CAPITAL","CÓRDOBA","ESC MUNIC BRIG JUAN I DE S MAR","4","1"
"6337","2247","4","2239","5000","9","PAMPAYASTA Y RUMIPAL  B°PQUE SCARLOS","1","0012F","CAPITAL","CÓRDOBA","ESC MUNIC E MOLINARI ROMERO","4","1"
"6338","2293","4","2290","","4","TANINGA 3152","1","0012F","JOSE HERNANDEZ","CÓRDOBA","ESCUELA ADVENTISTA HECTOR RHYS","4","1"
"6339","2289","4","2280","5000","10","B. DE O'HIGGINS 2656","1","0012F","CAPITAL","CÓRDOBA","IPEM 167 JOSE MANUEL ESTRADA","4","1"
"6340","2322","4","2319","","4","FARADAY 5168","1","0012G","ITUZAINGO","CÓRDOBA","ESC DR IGNACIO DUARTE QUIROS","4","1"
"6341","2312","4","2300","5000","13","STEPHENSON Y FULTON  B°ITUZAINGO","1","0012G","CAPITAL","CÓRDOBA","ESC EJERCITO ARGENTINO","4","1"
"6342","2299","4","2294","5000","6","VUCETICH 6410 B°ITUZAINGO","1","0012G","CAPITAL","CÓRDOBA","ESC PRIMARIA CARLOS M DE ALVEA","4","1"
"6343","2318","4","2313","5000","6","FARADAY 5721 B°LOS  EUCALIPTUS","1","0012G","CAPITAL","CÓRDOBA","ESC SECUNDARIA CARLOS M DE ALV","4","1"
"6344","2347","4","2341","5000","7","AV B DE O'HIGGINS KM 8 1/2","1","0012H","CAPITAL","CÓRDOBA","ESC JOSE M ESTRADA","4","1"
"6345","2331","4","2323","","9","PALAMARA 2900","1","0012H","","CÓRDOBA","ESC MADRE TERESA DE CALCUTA","4","1"
"6346","2340","4","2332","5000","9","B DE O'HIGGINS 3500 B°S.E.P.","1","0012H","CAPITAL","CÓRDOBA","ESC RAUL A FERREYRA","4","1"
"6347","2349","4","2348","5000","2","B DE O'HIGGINS 3500 B°S.E.P","1","0012H","CAPITAL","CÓRDOBA","J DE INF RAUL A.FERREYRA","4","1"
"6348","2354","4","2350","","5","S/CALLE 0","1","0012I","CDAD. DE MIS SUEÑOS","CÓRDOBA","ESC.CAFRUNE","4","1"
"6349","2406","4","2393","5000","14","FDO DE LESSEPS 140 B°CENTRO  AMERICA","1","0013A","CAPITAL","CÓRDOBA","ESC FRANCISCO A RIZZUTO","4","1"
"6350","2392","4","2383","5000","10","J DE OLMEDO 650 B°LOS  GIGANTES","1","0013A","CAPITAL","CÓRDOBA","ESC HENOCH D AGUIAR","4","1"
"6351","2434","4","2430","5000","5","MARTINEZ PAZ 80 B°CENTRO  AMERICA","1","0013A","CAPITAL","CÓRDOBA","ESC MUNIC DR P CARANDE CARRO","4","1"
"6352","2429","4","2418","5000","12","NERUDA Y ACAMPES B° VILLA  AZALAIS","1","0013A","CAPITAL","CÓRDOBA","ESC P ALBARRACIN DE SARMIENTO","4","1"
"6353","2417","4","2407","5000","11","ALVAREZ DE LAS CASAS 280  AYACUCH","1","0013A","CAPITAL","CÓRDOBA","ESC R SANCHEZ DE CALDELARI","4","1"
"6354","2435","4","2435","5000","1","RUTA 111 KM 12","1","0013B","CAPITAL","CÓRDOBA","ESC FLORENCIO SANCHEZ","4","1"
"6355","2477","4","2469","5000","9","GIANELLI 500 B°GRAL BUSTOS","1","0013C","CAPITAL","CÓRDOBA","COLEGIO HORTUS CONCLUSUS","4","1"
"6356","2468","4","2456","5000","13","AUGUSTO LOPEZ 643 B°GRAL  BUSTOS","1","0013C","CAPITAL","CÓRDOBA","ESC ALEJO CARMEN GUZMAN","4","1"
"6357","2447","4","2436","5000","12","MAURICIO YADAROLA 653  B°GRAL BUSTOS","1","0013C","CAPITAL","CÓRDOBA","ESC CAPITAL FEDERAL","4","1"
"6358","2455","4","2448","5000","8","CURA BROCHERO B°GRAL BUSTO  753","1","0013C","CAPITAL","CÓRDOBA","ESC CRISTO REY","4","1"
"6359","2484","4","2478","5000","7","CINCO S/N°B°JARDIN ARENALES","1","0013D","CAPITAL 4997932","CÓRDOBA","ESC MUNIC J GONZALEZ","4","1"
"6360","2488","4","2485","5012","4","CNO MONTE CRISTO KM 5","1","0013E","CAPITAL","CÓRDOBA","ESC REPUBLICA DE LA INDIA","4","1"
"6361","2511","4","2510","5000","2","TREDENTINA 1945 B°NUEVA  ITALIA","1","0013F","CAPITAL","CÓRDOBA","CENTRO VECINAL ZONA 111","4","1"
"6362","2499","4","2489","5000","11","TREDENTINA B°NUEVA ITALI  2160","1","0013F","CAPITAL","CÓRDOBA","ESC MODELO RACING","4","1"
"6363","2509","4","2500","5000","10","P DE LEDESMA B°PQUE MTE  CRIST 1755","1","0013F","CAPITAL","CÓRDOBA","ESC SGTO CABRAL","4","1"
"6364","2535","4","2512","5000","24","ISAAC 4847","1","0013G","PQUE LICEO 1RA SECC","CÓRDOBA","ESC ESPIRITU SANTO","4","1"
"6365","2542","4","2536","5000","7","STORNI S/N B°PQUE LICEO 3RA  SECC","1","0013G","CAPITAL","CÓRDOBA","ESC MUNIC GDOR A ZANICHELLI","4","1"
"6366","2550","4","2543","","8","BARTOLOME HIDALGO 1140","1","0013G","PQUE LICEO 2DA SECC","CÓRDOBA","ESC. PRIMARIA EVA DUARTE","4","1"
"6367","2558","4","2553","","6","BARTOLOME HIDALGO/ATALIVA  HERRERA","1","0013G","PQUE LICEO 2DA SECC","CÓRDOBA","IPEM 21 ALFONSINA STORNI","4","1"
"6368","2552","4","2551","","2","BARTOLOME HIDALGO 1140","1","0013G","PQUE LICEO 2DA SECC","CÓRDOBA","JARDIN EVA DUARTE","4","1"
"6369","2584","4","2570","5012","15","MADRE BRIGIDA PASTORINO  2733","1","0013H","CAPITAL","CÓRDOBA","COL HIJAS DE MARIA INMACULADA","4","1"
"6370","2569","4","2559","5000","11","USANDIVARAS 2254  B°PATRICIOS","1","0013H","CAPITAL","CÓRDOBA","ESC JOSE MARIA PAZ","4","1"
"6371","2604","4","2593","5000","12","ABRAMO 2545 B°BELGRANO","1","0013H","CAPITAL","CÓRDOBA","ESC MANUEL BELGRANO","4","1"
"6372","2609","4","2605","5000","5","H DE AYOHUMA S/N  B°PATRICIOS","1","0013H","CAPITAL","CÓRDOBA","ESC MUNIC DR D LATELLA FRIAS","4","1"
"6373","2592","4","2585","5000","8","USANDIVARAS 2050 VILLA  CORINA","1","0013H","CAPITAL","CÓRDOBA","ESC PARROQUIAL SAN ROQUE","4","1"
"6374","2622","4","2617","5000","6","PUBLICA S/N B°QTAS SAN JORGE  II","1","0013I","CAPITAL","CÓRDOBA","ESC MUNIC DR ALFREDO ORGAZ","4","1"
"6375","2616","4","2610","5000","7","QUINTA SAN JORGE","1","0013I","CAPITAL","CÓRDOBA","ESC MUNIC JORGE LUIS BORGES","4","1"
"6376","2626","4","2623","","4","FEDERICO RAUCH 2790","1","0013I","ARTURO CAPDEVILA","CÓRDOBA","ESC MUNIC. MONSEÑOR ANGELELLI","4","1"
"6377","2712","4","2703","5012","10","CAPDEVILA ESQ BILIBISACATE","1","0013J","","CÓRDOBA","DR BERNARDO HOUSEY","4","1"
"6378","2637","4","2627","5000","11","A CAPDEVILA 709 Y BILIBISACATE","1","0013J","V AZALAIS CAPITAL","CÓRDOBA","ESC ARTURO CAPDEVILA","4","1"
"6379","2649","4","2638","5000","12","JAMAICA 967 B°RESID AMERICA","1","0013J","CAPITAL","CÓRDOBA","ESC CURA BROCHERO","4","1"
"6380","2657","4","2650","5000","8","GELLY Y OBES 3110 VILLA  AZALAIS","1","0013J","CAPITAL","CÓRDOBA","ESC GDOR H DEL CASTILLO","4","1"
"6381","2681","4","2669","5000","13","J MONTAÑO 1350 B° VILLA  AZALAIZ","1","0013J","CAPITAL","CÓRDOBA","ESC JUSTO PAEZ MOLINA","4","1"
"6382","2702","4","2696","5000","7","FCO DEL PRADO 3900 V AZALAIS","1","0013J","CAPITAL","CÓRDOBA","ESC MUNIC J A PAREDES","4","1"
"6383","2668","4","2658","5000","11","NUEVO MUNDO 824 B°RESID  AMERICA","1","0013J","CAPITAL","CÓRDOBA","ESC PARROQUIAL L STUCCHI BAUDO","4","1"
"6384","2695","4","2682","5000","14","TISSERA 1551 B° L N ALEM","1","0013J","CAPITAL","CÓRDOBA","ESC VICENTE F LOPEZ","4","1"
"6385","2718","4","2713","5012","6","CAPDEVILLA KM 9 1/2","1","0013K","ESQUIU VILLA","CÓRDOBA","DR JOSE RAMON IBAÑEZ","4","1"
"6386","2720","4","2719","5000","2","CNO J MARIA KM 8 1/2","1","0013L","CAPITAL","CÓRDOBA","ESC JORGE WASHINGTON ABALOS","4","1"
"6387","2722","4","2721","5000","2","CNO SGO DEL ESTERO KM 7 1/2","1","0013M","CAPITAL","CÓRDOBA","ESC OLEGARIO V ANDRADE","4","1"
"6388","2731","4","2723","5000","9","ALSINA 2032 B°YOFRE N","1","0013N","CAPITAL","CÓRDOBA","ESC DR ANTONIO NORES","4","1"
"6389","2744","4","2732","5000","13","JACINTO DE ALTOLAGUIRRE  B°YOFRE NORT 208","1","0013N","CAPITAL","CÓRDOBA","ESC MATEO J LUQUE","4","1"
"6390","2747","4","2745","","3","MANZANA 22 B°CIUDAD DE LOS  CUARTETOS","1","0013O","","CÓRDOBA","ESC. CARLOS TAGLE ACHAVAL","4","1"
"6391","2779","4","2766","5000","14","DOMINGO MARIMON/GABRIEL  ORTEGA","1","0014A","CAPITAL","CÓRDOBA","ESC BRIG SAN MARTIN","4","1"
"6392","2799","4","2792","","8","ALBERTO FAGE/JULIO BEJANELE","1","0014A","GRANJA DE FUNES II","CÓRDOBA","ESC HUGO LEONELLI","4","1"
"6393","2810","4","2800","5000","11","PUBLICA S/N IPV  SECTOR360ARGÜELLO N","1","0014A","CAPITAL","CÓRDOBA","ESC MARTHA A SALOTTI","4","1"
"6394","2791","4","2780","5147","12","MARTIN FERMIN B°ARGÜELLO  NORT 0","1","0014A","CAPITAL","CÓRDOBA","ESC RICARDO NASSIF","4","1"
"6395","2832","4","2827","5000","6","CUIMAN B°LA SALLE 6543","1","0014B","CAPITAL","CÓRDOBA","ESC ELISA K DE LIVACK","4","1"
"6396","2818","4","2811","5000","8","DOMINGO  ALBARIÑOS/ANTEQUEIRA  CASTRO","1","0014B","CAPITAL","CÓRDOBA","ESC MARTIN DE GÜEMES","4","1"
"6397","2826","4","2819","5000","8","NILO PECANHA S/N B°QTAS DE  ARGÜELLO","1","0014B","CAPITAL","CÓRDOBA","ESC MUNIC RAUL V MARTINEZ","4","1"
"6398","2845","4","2833","5000","13","AV ENRIQUE BODEREAU KM 14","1","0014C","CAPITAL","CÓRDOBA","INST CONCEPCIONISTA LA INMACUL","4","1"
"6399","2855","4","2846","5000","10","FDO FADER 3821 B°C DE LAS  ROSAS","1","0014D","CAPITAL","CÓRDOBA","ESC INGENIERO VICTOR REE","4","1"
"6400","2867","4","2856","5000","12","JOSE E BUSTOS 1875 C DE LAS  ROSAS","1","0014D","CAPITAL","CÓRDOBA","ESC JUAN ZORRILA DE SAN MARTIN","4","1"
"6401","2884","4","2880","","5","MOLLEYACO/PAYEN","1","0014E","CERRO NORTE","CÓRDOBA","ESC GERONIMO GRAGERA","4","1"
"6402","2871","4","2868","5000","4","HNOS GRIMM 7168 B°UOCRA","1","0014E","CAPITAL","CÓRDOBA","ESC MODESTA RODRIGUEZ","4","1"
"6403","2879","4","2872","5000","8","VALERIO BETA B°ARGUELLO (N)  7300","1","0014E","CAPITAL","CÓRDOBA","ESC NIÑAS DE AYOHUMA","4","1"
"6404","2895","4","2885","5000","11","TRINIDAD ESQ ITALIA B°SILVANO  FUNES","1","0014F","CAPITAL","CÓRDOBA","ESC DR ALEJANDRO GALLARDO","4","1"
"6405","2905","4","2896","5000","10","CARLOS BROGGI S/N°  B°ARGÜELLO","1","0014F","CAPITAL","CÓRDOBA","ESC JAVIER LAZCANO COLODRERO","4","1"
"6406","2921","4","2914","5000","8","BV CORDOBA 100 B°LOS  BOULEVARES","1","0014G","CAPITAL","CÓRDOBA","ESC JUAN MARIA GUTIERREZ","4","1"
"6407","2913","4","2906","5000","8","2/TUCUMAN Y MENDOZA LOS  BOULEVARES","1","0014G","CAPITAL","CÓRDOBA","ESC MUNIC ING MASJOAN","4","1"
"6408","2930","4","2922","","9","LOS POLACOS 6072","1","0014G","","CÓRDOBA","ESC. F. LELOIR","4","1"
"6409","2934","4","2931","5000","4","REVELTO ESQ TOMASINI  B°MERCANTIL","1","0014H","CAPITAL","CÓRDOBA","ESC MUNIC MAESTRO M OLIVA","4","1"
"6410","2941","4","2935","5000","7","CINCO N°25 B°AMPL P LUGONE","1","0014I","CAPITAL","CÓRDOBA","ESC MAESTROS PUNTANOS","4","1"
"6411","2948","4","2942","5000","7","PIZARRO Y GRASS B°SANTA  CECILIA","1","0014I","CAPITAL","CÓRDOBA","ESC MUNIC ARSENIO MURUGARREN","4","1"
"6412","2964","4","2958","5000","7","TRECE BIS COL DEL CER","1","0014J","CAPITAL","CÓRDOBA","ESC REPUBLICA DE PANAMA","4","1"
"6413","2972","4","2965","5000","8","IGARZABAL 1250 B°URCA","1","0014J","CAPITAL","CÓRDOBA","ESC REPUBLICA DEL LIBANO","4","1"
"6414","2957","4","2949","5009","9","AV EMILIO LAMARCA 4245","1","0014J","URCA","CÓRDOBA","INSTITUTO EMILIO LAMARCA","4","1"
"6415","2980","4","2973","5000","8","12 Y 14 VILLA ALLENDE PQUE","1","0014K","CAPITAL","CÓRDOBA","ESC MUNIC DR RAUL FERNANDEZ","4","1"
"6416","2983","4","2981","5105","3","MULUCHES S/N","1","0014K","VILLA ALLENDE PARQUE","CÓRDOBA","JARDIN MATERNAL TRAVESURAS","4","1"
"6417","2992","4","2984","5000","9","AVOGADRO Y GAUSS VILLA  BELGRANO","1","0014L","CAPITAL","CÓRDOBA","ESC NUEVA JUAN MANTOVANI","4","1"
"6418","3000","4","2993","5000","8","D'ALEMBERT Y GAUSS","1","0014L","CAPITAL","CÓRDOBA","ESC RICARDO PALMA","4","1"
"6419","3030","4","3027","5000","4","OB MOSCOSO Y PERALRA 2772","1","0014M","ALTO PALERMO CAPITAL","CÓRDOBA","ESC LUZ VIEYRA MENDEZ","4","1"
"6420","3026","4","3014","5000","13","C DE ARREDONDO 4446  B°CENTENARIO","1","0014M","CAPITAL","CÓRDOBA","ESC PRIMERA JUNTA","4","1"
